Time_Index,res_hydro_1,natural_gas_2,natural_gas_ccs_2,solar_pv_2,comm_solar_pv_2,res_solar_pv_2,onshore_wind_2,fixed_offshore_wind_2,float_offshore_wind_2,battery_2,ror_hydro_2,pumped_hydro_2,fusion_2,perfect_gen,newBESS_2,fusion_new_2
95705,0.371,1,1,0.000999,0.000572504,0.000526396,0.1083,0.4219,0.4219,1,0.444793349,1,1,1,1,1
95706,0.371,1,1,0,0,0,0.0812,0.1281,0.1281,1,0.444793349,1,1,1,1,1
95707,0.371,1,1,0,0,0,0.8084,0.7796,0.7796,1,0.444793349,1,1,1,1,1
95708,0.371,1,1,0,0,0,0.0522,0.4632,0.4632,1,0.444793349,1,1,1,1,1
95709,0.371,1,1,0,0,0,0.1922,0.3811,0.3811,1,0.444793349,1,1,1,1,1
95710,0.371,1,1,0,0,0,0.1397,0.8769,0.8769,1,0.444793349,1,1,1,1,1
95711,0.371,1,1,0,0,0,0.0585,0.0611,0.0611,1,0.444793349,1,1,1,1,1
95712,0.371,1,1,0,0,0,0.1383,0.2903,0.2903,1,0.444793349,1,1,1,1,1
95713,0.371,1,1,0,0,0,0.0295,0.0423,0.0423,1,0.444793349,1,1,1,1,1
95714,0.371,1,1,0,0,0,0.6533,0.3873,0.3873,1,0.444793349,1,1,1,1,1
95715,0.371,1,1,0,0,0,0.0603,0.8544,0.8544,1,0.444793349,1,1,1,1,1
95716,0.371,1,1,0,0,0,0.3608,0.2103,0.2103,1,0.444793349,1,1,1,1,1
95717,0.371,1,1,0,0,0,0.1081,0.1102,0.1102,1,0.444793349,1,1,1,1,1
95718,0.371,1,1,0,0,0,0.7273,0.912,0.912,1,0.444793349,1,1,1,1,1
95719,0.371,1,1,0,0,0,0.1366,0.6304,0.6304,1,0.444793349,1,1,1,1,1
95720,0.371,1,1,0.01282,0.007346846,0.006755154,0.8456,0.9059,0.9059,1,0.444793349,1,1,1,1,1
95721,0.371,1,1,0.059243,0.033950796,0.031216504,0.3898,0.3211,0.3211,1,0.444793349,1,1,1,1,1
95722,0.371,1,1,0.078801,0.045159035,0.041522065,0.2338,0.0359,0.0359,1,0.444793349,1,1,1,1,1
95723,0.371,1,1,0.111811,0.064076304,0.058915796,0.1609,0.2757,0.2757,1,0.444793349,1,1,1,1,1
95724,0.371,1,1,0.14618,0.083772385,0.077025615,0.2537,0.7124,0.7124,1,0.444793349,1,1,1,1,1
95725,0.371,1,1,0.174424,0.099958369,0.091908031,0.4061,0.6859,0.6859,1,0.444793349,1,1,1,1,1
95726,0.371,1,1,0.16372,0.093824154,0.086267846,0.7944,0.687,0.687,1,0.444793349,1,1,1,1,1
95727,0.371,1,1,0.126483,0.072484488,0.066646812,0.3191,0.1739,0.1739,1,0.444793349,1,1,1,1,1
95728,0.371,1,1,0.032642,0.018706377,0.017199823,0.0444,0.7863,0.7863,1,0.444793349,1,1,1,1,1
95729,0.371,1,1,0.000599,0.000343273,0.000315627,0.0291,0.6005,0.6005,1,0.444793349,1,1,1,1,1
95730,0.371,1,1,0,0,0,0.0365,0.4752,0.4752,1,0.444793349,1,1,1,1,1
95731,0.371,1,1,0,0,0,0.481,0.7385,0.7385,1,0.444793349,1,1,1,1,1
95732,0.371,1,1,0,0,0,0.4973,0.8848,0.8848,1,0.444793349,1,1,1,1,1
95733,0.371,1,1,0,0,0,0.5995,0.1649,0.1649,1,0.444793349,1,1,1,1,1
95734,0.371,1,1,0,0,0,0.1836,0.2022,0.2022,1,0.444793349,1,1,1,1,1
95735,0.371,1,1,0,0,0,0.4477,0.9145,0.9145,1,0.444793349,1,1,1,1,1
95736,0.371,1,1,0,0,0,0.7543,0.7269,0.7269,1,0.444793349,1,1,1,1,1
95737,0.371,1,1,0,0,0,0.1794,0.6619,0.6619,1,0.444793349,1,1,1,1,1
95738,0.371,1,1,0,0,0,0.4438,0.3143,0.3143,1,0.444793349,1,1,1,1,1
95739,0.371,1,1,0,0,0,0.0393,0.594,0.594,1,0.444793349,1,1,1,1,1
95740,0.371,1,1,0,0,0,0.1209,0.4851,0.4851,1,0.444793349,1,1,1,1,1
95741,0.371,1,1,0,0,0,0.5493,0.1544,0.1544,1,0.444793349,1,1,1,1,1
95742,0.371,1,1,0,0,0,0.2604,0.2626,0.2626,1,0.444793349,1,1,1,1,1
95743,0.371,1,1,0,0,0,0.0489,0.2521,0.2521,1,0.444793349,1,1,1,1,1
95744,0.371,1,1,0.001801,0.001032112,0.000948988,0.3016,0.6287,0.6287,1,0.444793349,1,1,1,1,1
95745,0.371,1,1,0.015986,0.009161208,0.008423392,0.149,0.0796,0.0796,1,0.444793349,1,1,1,1,1
95746,0.371,1,1,0.040897,0.023437127,0.021549573,0.5478,0.8236,0.8236,1,0.444793349,1,1,1,1,1
95747,0.371,1,1,0.069678,0.039930854,0.036714946,0.1358,0.6083,0.6083,1,0.444793349,1,1,1,1,1
95748,0.371,1,1,0.095312,0.054621108,0.050222092,0.4054,0.8182,0.8182,1,0.444793349,1,1,1,1,1
95749,0.371,1,1,0.0645,0.036963462,0.033986538,0.7341,0.6396,0.6396,1,0.444793349,1,1,1,1,1
95750,0.371,1,1,0.054816,0.031413785,0.028883815,0.3466,0.1988,0.1988,1,0.444793349,1,1,1,1,1
95751,0.371,1,1,0.025989,0.014893696,0.013694204,0.7476,0.9059,0.9059,1,0.444793349,1,1,1,1,1
95752,0.371,1,1,0.011378,0.006520469,0.005995331,0.1804,0.5011,0.5011,1,0.444793349,1,1,1,1,1
95753,0.371,1,1,0,0,0,0.5974,0.8633,0.8633,1,0.444793349,1,1,1,1,1
95754,0.371,1,1,0,0,0,0.3978,0.2575,0.2575,1,0.444793349,1,1,1,1,1
95755,0.371,1,1,0,0,0,0.0607,0.092,0.092,1,0.444793349,1,1,1,1,1
95756,0.371,1,1,0,0,0,0.4254,0.8658,0.8658,1,0.444793349,1,1,1,1,1
95757,0.371,1,1,0,0,0,0.1556,0.2893,0.2893,1,0.444793349,1,1,1,1,1
95758,0.371,1,1,0,0,0,0.1413,0.6355,0.6355,1,0.444793349,1,1,1,1,1
95759,0.371,1,1,0,0,0,0.1106,0.0681,0.0681,1,0.444793349,1,1,1,1,1
95760,0.371,1,1,0,0,0,0.7275,0.3157,0.3157,1,0.444793349,1,1,1,1,1
95761,0.371,1,1,0,0,0,0.0699,0.1435,0.1435,1,0.444793349,1,1,1,1,1
95762,0.371,1,1,0,0,0,0.0967,0.6132,0.6132,1,0.444793349,1,1,1,1,1
95763,0.371,1,1,0,0,0,0.0307,0.5107,0.5107,1,0.444793349,1,1,1,1,1
95764,0.371,1,1,0,0,0,0.0856,0.1948,0.1948,1,0.444793349,1,1,1,1,1
95765,0.371,1,1,0,0,0,0.0646,0.0662,0.0662,1,0.444793349,1,1,1,1,1
95766,0.371,1,1,0,0,0,0.051,0.5222,0.5222,1,0.444793349,1,1,1,1,1
95767,0.371,1,1,0,0,0,0.0382,0.544,0.544,1,0.444793349,1,1,1,1,1
95768,0.371,1,1,0.001804,0.001033831,0.000950569,0.0645,0.152,0.152,1,0.444793349,1,1,1,1,1
95769,0.371,1,1,0.016563,0.009491873,0.008727427,0.0372,0.1423,0.1423,1,0.444793349,1,1,1,1,1
95770,0.371,1,1,0.027005,0.015475942,0.014229558,0.1169,0.0479,0.0479,1,0.444793349,1,1,1,1,1
95771,0.371,1,1,0.038192,0.021886954,0.020124246,0.3758,0.2829,0.2829,1,0.444793349,1,1,1,1,1
95772,0.371,1,1,0.031913,0.018288604,0.016815696,0.1249,0.2554,0.2554,1,0.444793349,1,1,1,1,1
95773,0.371,1,1,0.028477,0.016319512,0.015005188,0.0302,0.3646,0.3646,1,0.444793349,1,1,1,1,1
95774,0.371,1,1,0.022073,0.012649527,0.011630773,0.2533,0.7272,0.7272,1,0.444793349,1,1,1,1,1
95775,0.371,1,1,0.015584,0.008930831,0.008211569,0.1356,0.4267,0.4267,1,0.444793349,1,1,1,1,1
95776,0.371,1,1,0.004606,0.002639592,0.002427008,0.0732,0.5351,0.5351,1,0.444793349,1,1,1,1,1
95777,0.371,1,1,0,0,0,0.0556,0.3874,0.3874,1,0.444793349,1,1,1,1,1
95778,0.371,1,1,0,0,0,0.0741,0.0472,0.0472,1,0.444793349,1,1,1,1,1
95779,0.371,1,1,0,0,0,0.0713,0.5699,0.5699,1,0.444793349,1,1,1,1,1
95780,0.371,1,1,0,0,0,0.0672,0.347,0.347,1,0.444793349,1,1,1,1,1
95781,0.371,1,1,0,0,0,0.0425,0.3723,0.3723,1,0.444793349,1,1,1,1,1
95782,0.371,1,1,0,0,0,0.2599,0.7945,0.7945,1,0.444793349,1,1,1,1,1
95783,0.371,1,1,0,0,0,0.8362,0.5125,0.5125,1,0.444793349,1,1,1,1,1
95784,0.371,1,1,0,0,0,0.828,0.2576,0.2576,1,0.444793349,1,1,1,1,1
95785,0.371,1,1,0,0,0,0.1305,0.5865,0.5865,1,0.444793349,1,1,1,1,1
95786,0.371,1,1,0,0,0,0.14,0.2997,0.2997,1,0.444793349,1,1,1,1,1
95787,0.371,1,1,0,0,0,0.6028,0.4358,0.4358,1,0.444793349,1,1,1,1,1
95788,0.371,1,1,0,0,0,0.0703,0.3103,0.3103,1,0.444793349,1,1,1,1,1
95789,0.371,1,1,0,0,0,0.0516,0.4609,0.4609,1,0.444793349,1,1,1,1,1
95790,0.371,1,1,0,0,0,0.5317,0.047,0.047,1,0.444793349,1,1,1,1,1
95791,0.371,1,1,0,0,0,0.7306,0.2179,0.2179,1,0.444793349,1,1,1,1,1
95792,0.371,1,1,0.014771,0.008464919,0.007783181,0.4565,0.8266,0.8266,1,0.444793349,1,1,1,1,1
95793,0.371,1,1,0.125392,0.071859262,0.066071938,0.3964,0.1123,0.1123,1,0.444793349,1,1,1,1,1
95794,0.371,1,1,0.278913,0.159838604,0.146965696,0.1712,0.4826,0.4826,1,0.444793349,1,1,1,1,1
95795,0.371,1,1,0.429776,0.246294708,0.226458892,0.3788,0.5275,0.5275,1,0.444793349,1,1,1,1,1
95796,0.371,1,1,0.495896,0.284186554,0.261299046,0.1264,0.0896,0.0896,1,0.444793349,1,1,1,1,1
95797,0.371,1,1,0.473782,0.271513531,0.249646669,0.1527,0.2452,0.2452,1,0.444793349,1,1,1,1,1
95798,0.371,1,1,0.364946,0.209142131,0.192298469,0.3638,0.2456,0.2456,1,0.444793349,1,1,1,1,1
95799,0.371,1,1,0.226795,0.129970981,0.119503519,0.1344,0.7684,0.7684,1,0.444793349,1,1,1,1,1
95800,0.371,1,1,0.065217,0.037374358,0.034364342,0.1023,0.0808,0.0808,1,0.444793349,1,1,1,1,1
95801,0.371,1,1,0.001202,0.000688838,0.000633362,0.2546,0.522,0.522,1,0.444793349,1,1,1,1,1
95802,0.371,1,1,0,0,0,0.1062,0.4236,0.4236,1,0.444793349,1,1,1,1,1
95803,0.371,1,1,0,0,0,0.0666,0.1882,0.1882,1,0.444793349,1,1,1,1,1
95804,0.371,1,1,0,0,0,0.1858,0.0665,0.0665,1,0.444793349,1,1,1,1,1
95805,0.371,1,1,0,0,0,0.0719,0.0206,0.0206,1,0.444793349,1,1,1,1,1
95806,0.371,1,1,0,0,0,0.1298,0.16,0.16,1,0.444793349,1,1,1,1,1
95807,0.371,1,1,0,0,0,0.104,0.036,0.036,1,0.444793349,1,1,1,1,1
95808,0.371,1,1,0,0,0,0.1976,0.3018,0.3018,1,0.444793349,1,1,1,1,1
95809,0.371,1,1,0,0,0,0.1614,0.0537,0.0537,1,0.444793349,1,1,1,1,1
95810,0.371,1,1,0,0,0,0.1134,0.1443,0.1443,1,0.444793349,1,1,1,1,1
95811,0.371,1,1,0,0,0,0.1725,0.5889,0.5889,1,0.444793349,1,1,1,1,1
95812,0.371,1,1,0,0,0,0.2721,0.054,0.054,1,0.444793349,1,1,1,1,1
95813,0.371,1,1,0,0,0,0.0522,0.0492,0.0492,1,0.444793349,1,1,1,1,1
95814,0.371,1,1,0,0,0,0.2706,0.5845,0.5845,1,0.444793349,1,1,1,1,1
95815,0.371,1,1,0,0,0,0.0877,0.1357,0.1357,1,0.444793349,1,1,1,1,1
95816,0.371,1,1,0.022254,0.012753254,0.011726146,0.2503,0.6635,0.6635,1,0.444793349,1,1,1,1,1
95817,0.371,1,1,0.132143,0.075728104,0.069629196,0.383,0.266,0.266,1,0.444793349,1,1,1,1,1
95818,0.371,1,1,0.260687,0.149393704,0.137361996,0.05,0.0481,0.0481,1,0.444793349,1,1,1,1,1
95819,0.371,1,1,0.400804,0.229691523,0.211192877,0.4346,0.2438,0.2438,1,0.444793349,1,1,1,1,1
95820,0.371,1,1,0.449529,0.257614696,0.236867204,0.4522,0.0796,0.0796,1,0.444793349,1,1,1,1,1
95821,0.371,1,1,0.396789,0.227390619,0.209077281,0.0259,0.3042,0.3042,1,0.444793349,1,1,1,1,1
95822,0.371,1,1,0.337059,0.193160735,0.177604165,0.302,0.8362,0.8362,1,0.444793349,1,1,1,1,1
95823,0.371,1,1,0.212889,0.122001773,0.112176127,0.2393,0.4648,0.4648,1,0.444793349,1,1,1,1,1
95824,0.371,1,1,0.061103,0.035016719,0.032196581,0.2013,0.0855,0.0855,1,0.444793349,1,1,1,1,1
95825,0.371,1,1,0.001,0.000573077,0.000526923,0.0866,0.0339,0.0339,1,0.444793349,1,1,1,1,1
95826,0.371,1,1,0,0,0,0.0391,0.0843,0.0843,1,0.444793349,1,1,1,1,1
95827,0.371,1,1,0,0,0,0.2183,0.6944,0.6944,1,0.444793349,1,1,1,1,1
95828,0.371,1,1,0,0,0,0.1556,0.0335,0.0335,1,0.444793349,1,1,1,1,1
95829,0.371,1,1,0,0,0,0.0426,0.4227,0.4227,1,0.444793349,1,1,1,1,1
95830,0.371,1,1,0,0,0,0.2784,0.0346,0.0346,1,0.444793349,1,1,1,1,1
95831,0.371,1,1,0,0,0,0.2304,0.0468,0.0468,1,0.444793349,1,1,1,1,1
95832,0.371,1,1,0,0,0,0.2685,0.6347,0.6347,1,0.444793349,1,1,1,1,1
95833,0.371,1,1,0,0,0,0.2089,0.9046,0.9046,1,0.444793349,1,1,1,1,1
95834,0.371,1,1,0,0,0,0.0372,0.9043,0.9043,1,0.444793349,1,1,1,1,1
95835,0.371,1,1,0,0,0,0.0694,0.8966,0.8966,1,0.444793349,1,1,1,1,1
95836,0.371,1,1,0,0,0,0.2182,0.0838,0.0838,1,0.444793349,1,1,1,1,1
95837,0.371,1,1,0,0,0,0.3349,0.456,0.456,1,0.444793349,1,1,1,1,1
95838,0.371,1,1,0,0,0,0.4999,0.9118,0.9118,1,0.444793349,1,1,1,1,1
95839,0.371,1,1,0,0,0,0.8453,0.2296,0.2296,1,0.444793349,1,1,1,1,1
95840,0.371,1,1,0.010435,0.005980058,0.005498442,0.1191,0.0627,0.0627,1,0.444793349,1,1,1,1,1
95841,0.371,1,1,0.076135,0.043631212,0.040117288,0.1318,0.0552,0.0552,1,0.444793349,1,1,1,1,1
95842,0.371,1,1,0.136472,0.078208954,0.071910246,0.0543,0.1548,0.1548,1,0.444793349,1,1,1,1,1
95843,0.371,1,1,0.200792,0.115069262,0.105801938,0.0842,0.2932,0.2932,1,0.444793349,1,1,1,1,1
95844,0.371,1,1,0.209078,0.119817777,0.110168023,0.0542,0.6937,0.6937,1,0.444793349,1,1,1,1,1
95845,0.371,1,1,0.276254,0.158314792,0.145564608,0.0232,0.3753,0.3753,1,0.444793349,1,1,1,1,1
95846,0.371,1,1,0.24475,0.140260577,0.128964423,0.0807,0.7054,0.7054,1,0.444793349,1,1,1,1,1
95847,0.371,1,1,0.168153,0.096364604,0.088603696,0.2117,0.4106,0.4106,1,0.444793349,1,1,1,1,1
95848,0.371,1,1,0.044526,0.025516823,0.023461777,0.2266,0.5166,0.5166,1,0.444793349,1,1,1,1,1
95849,0.371,1,1,0.0014,0.000802308,0.000737692,0.0248,0.5144,0.5144,1,0.444793349,1,1,1,1,1
95850,0.371,1,1,0,0,0,0.0172,0.7887,0.7887,1,0.444793349,1,1,1,1,1
95851,0.371,1,1,0,0,0,0.0165,0.2718,0.2718,1,0.444793349,1,1,1,1,1
95852,0.371,1,1,0,0,0,0.1185,0.8521,0.8521,1,0.444793349,1,1,1,1,1
95853,0.371,1,1,0,0,0,0.0652,0.3109,0.3109,1,0.444793349,1,1,1,1,1
95854,0.371,1,1,0,0,0,0.0597,0.2051,0.2051,1,0.444793349,1,1,1,1,1
95855,0.371,1,1,0,0,0,0.1645,0.0775,0.0775,1,0.444793349,1,1,1,1,1
95856,0.371,1,1,0,0,0,0.3943,0.0908,0.0908,1,0.444793349,1,1,1,1,1
95857,0.371,1,1,0,0,0,0.1391,0.0474,0.0474,1,0.444793349,1,1,1,1,1
95858,0.371,1,1,0,0,0,0.395,0.72,0.72,1,0.444793349,1,1,1,1,1
95859,0.371,1,1,0,0,0,0.1966,0.1738,0.1738,1,0.444793349,1,1,1,1,1
95860,0.371,1,1,0,0,0,0.1142,0.3609,0.3609,1,0.444793349,1,1,1,1,1
95861,0.371,1,1,0,0,0,0.5609,0.1452,0.1452,1,0.444793349,1,1,1,1,1
95862,0.371,1,1,0,0,0,0.0984,0.2014,0.2014,1,0.444793349,1,1,1,1,1
95863,0.371,1,1,0,0,0,0.057,0.224,0.224,1,0.444793349,1,1,1,1,1
95864,0.371,1,1,0.023208,0.013299969,0.012228831,0.2885,0.8267,0.8267,1,0.444793349,1,1,1,1,1
95865,0.371,1,1,0.172001,0.098569804,0.090631296,0.7427,0.1835,0.1835,1,0.444793349,1,1,1,1,1
95866,0.371,1,1,0.297644,0.170572908,0.156835492,0.7809,0.1479,0.1479,1,0.444793349,1,1,1,1,1
95867,0.371,1,1,0.385907,0.221154396,0.203343304,0.1157,0.3055,0.3055,1,0.444793349,1,1,1,1,1
95868,0.371,1,1,0.382988,0.219481585,0.201805215,0.0722,0.0255,0.0255,1,0.444793349,1,1,1,1,1
95869,0.371,1,1,0.472619,0.270847042,0.249033858,0.6688,0.4477,0.4477,1,0.444793349,1,1,1,1,1
95870,0.371,1,1,0.395426,0.226609515,0.208359085,0.7103,0.0954,0.0954,1,0.444793349,1,1,1,1,1
95871,0.371,1,1,0.206189,0.118162158,0.108645742,0.4104,0.4122,0.4122,1,0.444793349,1,1,1,1,1
95872,0.371,1,1,0.053697,0.030772512,0.028294188,0.7211,0.4618,0.4618,1,0.444793349,1,1,1,1,1
95873,0.371,1,1,0.002396,0.001373092,0.001262508,0.2089,0.0853,0.0853,1,0.444793349,1,1,1,1,1
95874,0.371,1,1,0,0,0,0.3763,0.0941,0.0941,1,0.444793349,1,1,1,1,1
95875,0.371,1,1,0,0,0,0.0093,0.6567,0.6567,1,0.444793349,1,1,1,1,1
95876,0.371,1,1,0,0,0,0.1302,0.3088,0.3088,1,0.444793349,1,1,1,1,1
95877,0.371,1,1,0,0,0,0.1204,0.8909,0.8909,1,0.444793349,1,1,1,1,1
95878,0.371,1,1,0,0,0,0.2527,0.3073,0.3073,1,0.444793349,1,1,1,1,1
95879,0.371,1,1,0,0,0,0.0682,0.1933,0.1933,1,0.444793349,1,1,1,1,1
95880,0.371,1,1,0,0,0,0.2697,0.099,0.099,1,0.444793349,1,1,1,1,1
95881,0.371,1,1,0,0,0,0.3083,0.4425,0.4425,1,0.444793349,1,1,1,1,1
95882,0.371,1,1,0,0,0,0.0168,0.598,0.598,1,0.444793349,1,1,1,1,1
95883,0.371,1,1,0,0,0,0.4792,0.1958,0.1958,1,0.444793349,1,1,1,1,1
95884,0.371,1,1,0,0,0,0.0221,0.3712,0.3712,1,0.444793349,1,1,1,1,1
95885,0.371,1,1,0,0,0,0.0324,0.2489,0.2489,1,0.444793349,1,1,1,1,1
95886,0.371,1,1,0,0,0,0.0176,0.2075,0.2075,1,0.444793349,1,1,1,1,1
95887,0.371,1,1,0,0,0,0.0259,0.0836,0.0836,1,0.444793349,1,1,1,1,1
95888,0.371,1,1,0.026595,0.015240981,0.014013519,0.0703,0.3568,0.3568,1,0.444793349,1,1,1,1,1
95889,0.371,1,1,0.178634,0.102371023,0.094126377,0.0449,0.1532,0.1532,1,0.444793349,1,1,1,1,1
95890,0.371,1,1,0.355523,0.203742027,0.187333273,0.3806,0.3798,0.3798,1,0.444793349,1,1,1,1,1
95891,0.371,1,1,0.496224,0.284374523,0.261471877,0.0392,0.6524,0.6524,1,0.444793349,1,1,1,1,1
95892,0.371,1,1,0.524302,0.300465377,0.276266823,0.2983,0.7906,0.7906,1,0.444793349,1,1,1,1,1
95893,0.371,1,1,0.485276,0.278100477,0.255703123,0.0697,0.1533,0.1533,1,0.444793349,1,1,1,1,1
95894,0.371,1,1,0.35113,0.2012245,0.1850185,0.1155,0.1227,0.1227,1,0.444793349,1,1,1,1,1
95895,0.371,1,1,0.181743,0.104152719,0.095764581,0.0307,0.0816,0.0816,1,0.444793349,1,1,1,1,1
95896,0.371,1,1,0.055794,0.031974254,0.029399146,0.5799,0.9001,0.9001,1,0.444793349,1,1,1,1,1
95897,0.371,1,1,0.001201,0.000688265,0.000632835,0.3776,0.064,0.064,1,0.444793349,1,1,1,1,1
95898,0.371,1,1,0,0,0,0.701,0.4486,0.4486,1,0.444793349,1,1,1,1,1
95899,0.371,1,1,0,0,0,0.0175,0.0882,0.0882,1,0.444793349,1,1,1,1,1
95900,0.371,1,1,0,0,0,0.4762,0.1033,0.1033,1,0.444793349,1,1,1,1,1
95901,0.371,1,1,0,0,0,0.562,0.1824,0.1824,1,0.444793349,1,1,1,1,1
95902,0.371,1,1,0,0,0,0.113,0.0876,0.0876,1,0.444793349,1,1,1,1,1
95903,0.371,1,1,0,0,0,0.316,0.0732,0.0732,1,0.444793349,1,1,1,1,1
95904,0.371,1,1,0,0,0,0.0925,0.0783,0.0783,1,0.444793349,1,1,1,1,1
95905,0.371,1,1,0,0,0,0.1345,0.1827,0.1827,1,0.444793349,1,1,1,1,1
95906,0.371,1,1,0,0,0,0.6459,0.1007,0.1007,1,0.444793349,1,1,1,1,1
95907,0.371,1,1,0,0,0,0.7669,0.8979,0.8979,1,0.444793349,1,1,1,1,1
95908,0.371,1,1,0,0,0,0.2329,0.4915,0.4915,1,0.444793349,1,1,1,1,1
95909,0.371,1,1,0,0,0,0.5178,0.1139,0.1139,1,0.444793349,1,1,1,1,1
95910,0.371,1,1,0,0,0,0.1905,0.0776,0.0776,1,0.444793349,1,1,1,1,1
95911,0.371,1,1,0,0,0,0.2918,0.3549,0.3549,1,0.444793349,1,1,1,1,1
95912,0.371,1,1,0.013573,0.007778373,0.007151927,0.0246,0.0874,0.0874,1,0.444793349,1,1,1,1,1
95913,0.371,1,1,0.122417,0.070154358,0.064504342,0.039,0.238,0.238,1,0.444793349,1,1,1,1,1
95914,0.371,1,1,0.274013,0.157030527,0.144383773,0.1033,0.5945,0.5945,1,0.444793349,1,1,1,1,1
95915,0.371,1,1,0.44758,0.256497769,0.235840231,0.1111,0.7149,0.7149,1,0.444793349,1,1,1,1,1
95916,0.371,1,1,0.516331,0.295897381,0.272066719,0.6599,0.583,0.583,1,0.444793349,1,1,1,1,1
95917,0.371,1,1,0.505895,0.28991675,0.26656775,0.1296,0.1104,0.1104,1,0.444793349,1,1,1,1,1
95918,0.371,1,1,0.407326,0.233429131,0.214629469,0.8489,0.9081,0.9081,1,0.444793349,1,1,1,1,1
95919,0.371,1,1,0.231447,0.132636935,0.121954765,0.7001,0.85,0.85,1,0.444793349,1,1,1,1,1
95920,0.371,1,1,0.06938,0.039760077,0.036557923,0.4943,0.0992,0.0992,1,0.444793349,1,1,1,1,1
95921,0.371,1,1,0.0012,0.000687692,0.000632308,0.0524,0.2446,0.2446,1,0.444793349,1,1,1,1,1
95922,0.371,1,1,0,0,0,0.3428,0.0599,0.0599,1,0.444793349,1,1,1,1,1
95923,0.371,1,1,0,0,0,0.6191,0.2024,0.2024,1,0.444793349,1,1,1,1,1
95924,0.371,1,1,0,0,0,0.3672,0.9049,0.9049,1,0.444793349,1,1,1,1,1
95925,0.371,1,1,0,0,0,0.297,0.5965,0.5965,1,0.444793349,1,1,1,1,1
95926,0.371,1,1,0,0,0,0.7484,0.6573,0.6573,1,0.444793349,1,1,1,1,1
95927,0.371,1,1,0,0,0,0.7095,0.472,0.472,1,0.444793349,1,1,1,1,1
95928,0.371,1,1,0,0,0,0.2299,0.2039,0.2039,1,0.444793349,1,1,1,1,1
95929,0.371,1,1,0,0,0,0.5641,0.9121,0.9121,1,0.444793349,1,1,1,1,1
95930,0.371,1,1,0,0,0,0.4813,0.9117,0.9117,1,0.444793349,1,1,1,1,1
95931,0.371,1,1,0,0,0,0.1666,0.0545,0.0545,1,0.444793349,1,1,1,1,1
95932,0.371,1,1,0,0,0,0.6358,0.8004,0.8004,1,0.444793349,1,1,1,1,1
95933,0.371,1,1,0,0,0,0.8346,0.4069,0.4069,1,0.444793349,1,1,1,1,1
95934,0.371,1,1,0,0,0,0.2235,0.3274,0.3274,1,0.444793349,1,1,1,1,1
95935,0.371,1,1,0,0,0,0.5542,0.6933,0.6933,1,0.444793349,1,1,1,1,1
95936,0.371,1,1,0.007408,0.004245354,0.003903446,0.0906,0.0775,0.0775,1,0.444793349,1,1,1,1,1
95937,0.371,1,1,0.081261,0.046568804,0.042818296,0.0424,0.3271,0.3271,1,0.444793349,1,1,1,1,1
95938,0.371,1,1,0.193891,0.111114458,0.102165642,0.0956,0.612,0.612,1,0.444793349,1,1,1,1,1
95939,0.371,1,1,0.232622,0.1333103,0.1225739,0.6185,0.9024,0.9024,1,0.444793349,1,1,1,1,1
95940,0.371,1,1,0.25433,0.145750654,0.134012346,0.104,0.2877,0.2877,1,0.444793349,1,1,1,1,1
95941,0.371,1,1,0.209301,0.119945573,0.110285527,0.12,0.1591,0.1591,1,0.444793349,1,1,1,1,1
95942,0.371,1,1,0.163063,0.093447642,0.085921658,0.8432,0.7558,0.7558,1,0.444793349,1,1,1,1,1
95943,0.371,1,1,0.089496,0.051288092,0.047157508,0.7194,0.2738,0.2738,1,0.444793349,1,1,1,1,1
95944,0.371,1,1,0.031621,0.018121265,0.016661835,0.4601,0.1654,0.1654,1,0.444793349,1,1,1,1,1
95945,0.371,1,1,0.001,0.000573077,0.000526923,0.2607,0.3327,0.3327,1,0.444793349,1,1,1,1,1
95946,0.371,1,1,0,0,0,0.1386,0.0428,0.0428,1,0.444793349,1,1,1,1,1
95947,0.371,1,1,0,0,0,0.6536,0.9093,0.9093,1,0.444793349,1,1,1,1,1
95948,0.371,1,1,0,0,0,0.8333,0.9098,0.9098,1,0.444793349,1,1,1,1,1
95949,0.371,1,1,0,0,0,0.8416,0.897,0.897,1,0.444793349,1,1,1,1,1
95950,0.371,1,1,0,0,0,0.3122,0.0933,0.0933,1,0.444793349,1,1,1,1,1
95951,0.371,1,1,0,0,0,0.015,0.092,0.092,1,0.444793349,1,1,1,1,1
95952,0.371,1,1,0,0,0,0.0985,0.0816,0.0816,1,0.444793349,1,1,1,1,1
95953,0.371,1,1,0,0,0,0.7919,0.9089,0.9089,1,0.444793349,1,1,1,1,1
95954,0.371,1,1,0,0,0,0.4879,0.8093,0.8093,1,0.444793349,1,1,1,1,1
95955,0.371,1,1,0,0,0,0.1316,0.4879,0.4879,1,0.444793349,1,1,1,1,1
95956,0.371,1,1,0,0,0,0.2691,0.5449,0.5449,1,0.444793349,1,1,1,1,1
95957,0.371,1,1,0,0,0,0.0439,0.2439,0.2439,1,0.444793349,1,1,1,1,1
95958,0.371,1,1,0,0,0,0.2879,0.0683,0.0683,1,0.444793349,1,1,1,1,1
95959,0.371,1,1,0,0,0,0.711,0.5407,0.5407,1,0.444793349,1,1,1,1,1
95960,0.371,1,1,0.002808,0.0016092,0.0014796,0.0691,0.3987,0.3987,1,0.444793349,1,1,1,1,1
